Dish,Indian,Mexican,Chinese,American,Mediterranean,Japanese,Thai,Italian
Jhinga,1,0,0,0,0,0,0,0
Agedashiesque,0,0,0,0,0,1,0,0
Huevo,0,0,0,0,1,0,0,0
Briam,0,0,0,0,2,0,0,0
Special,0,0,0,0,0,1,0,0
Chingri,1,0,0,0,0,0,0,0
Yogurt,6,0,0,0,5,0,0,0
Salmon,4,0,1,10,4,5,1,3
Tex,0,2,0,1,0,0,0,0
Prezzemolate,0,0,0,0,1,0,0,0
Spiced,9,0,0,2,2,0,1,0
Roughy,0,0,0,0,0,0,0,1
Pepper,2,0,6,3,5,0,4,1
Espinacas,0,0,0,0,1,0,0,0
1Dish,0,1,0,0,0,0,0,0
Jook,0,0,2,0,0,0,0,0
Herb,0,0,0,1,1,0,0,2
Khitchari,1,0,0,0,0,0,0,0
Tenderloin,0,1,2,0,0,2,0,1
Bubble,0,0,0,0,0,0,0,1
Crepes,0,0,1,0,0,0,0,0
Refined,0,0,0,0,0,0,1,0
Sopa,0,1,0,0,0,0,0,0
BalsamicGlazed,0,0,0,1,0,0,0,0
Flank,0,2,0,1,0,0,1,1
Tortellini,0,0,0,0,0,0,0,8
Siu,0,0,7,0,0,0,0,0
Brats,0,0,0,1,0,0,0,0
Evins,1,0,0,0,0,0,0,0
Cooked,0,0,0,1,0,0,3,0
Eel,0,0,0,0,0,1,0,0
Tilas,0,0,0,0,0,0,1,0
Tangerine,0,0,0,0,0,0,1,0
Swiss,0,0,0,2,0,1,0,1
Anisette,0,0,0,0,0,0,0,1
Jalapeno,1,4,0,2,0,0,0,0
Lettuce,0,0,1,0,0,0,1,0
Flavored,1,0,0,0,0,0,0,0
Kikis,0,1,0,0,0,0,0,0
Stifado,0,0,0,0,1,0,0,0
Praline,0,0,0,1,0,0,0,0
Blue,1,0,0,1,0,0,0,1
Sev,1,0,0,0,0,0,0,0
Homemade,0,5,3,1,2,5,0,7
Zoodle,0,0,0,0,1,0,0,0
Nongs,0,0,0,0,0,0,1,0
Nut,0,0,0,2,0,0,0,0
Fast,1,0,0,0,0,0,0,0
Gobhi,1,0,0,0,0,0,0,0
Ganoush,0,0,0,0,1,0,0,0
Wonton,0,0,8,0,0,0,0,0
Jim,0,0,0,0,0,0,1,0
Kalua,0,0,0,1,0,0,0,0
Cha,0,0,2,0,0,0,1,0
Belly,0,0,4,0,0,0,1,0
Pot,4,0,8,0,2,1,3,3
Sopapilla,0,3,0,0,0,0,0,0
GA,0,0,0,1,0,0,0,0
Daeng,0,0,0,0,0,0,1,0
Leftovers,0,0,0,0,0,1,0,0
Zesty,0,1,0,0,0,0,0,0
Pea,2,0,1,1,0,0,0,0
Crab,0,2,2,6,0,3,5,0
Hush,0,0,0,1,0,0,0,0
Creamed,0,0,0,1,0,0,0,0
Zeppole,0,0,0,0,0,0,0,1
Bananas,0,1,0,1,0,0,4,0
DanBin,0,0,1,0,0,0,0,0
Pine,0,0,0,0,0,0,0,1
Khichdi,1,0,0,0,0,0,0,0
Wendy,0,0,0,0,1,0,0,0
French,0,0,0,1,0,0,0,0
Hoisin,0,0,3,0,0,0,0,0
Shanks,1,0,0,1,0,0,0,1
Karnal,0,0,2,0,0,0,0,0
Shoot,0,0,1,0,0,0,0,0
Master,0,0,0,0,0,0,0,1
Shingen,0,0,0,0,0,1,0,0
Rub,1,0,2,1,0,0,0,0
Masale,1,0,0,0,0,0,0,0
Quick,4,6,3,2,3,3,2,4
Chilled,0,0,0,0,1,0,0,0
Moong,2,0,0,0,0,0,0,0
Charleys,0,1,0,0,0,0,0,0
Pakoras,1,0,0,0,0,0,0,0
Scrumptious,0,0,0,1,0,0,0,0
Chilies,0,0,0,0,0,0,1,0
Piccata,0,0,0,0,0,0,0,6
Yakitori,0,0,0,0,0,7,0,0
Amys,0,2,0,0,0,0,0,0
Fideo,0,1,0,0,0,0,0,0
ParmesanRoasted,0,0,0,0,1,0,0,0
Punjabi,2,0,0,0,0,0,0,0
Natto,0,0,0,0,0,1,0,0
Gravy,2,0,0,6,0,0,0,0
Raita,7,0,0,0,0,0,0,0
Bok,0,0,3,0,0,0,0,0
Alysias,0,0,0,0,0,0,0,1
Roti,4,0,0,0,0,0,0,0
Crunch,0,0,0,1,0,0,0,0
Milano,0,0,0,0,1,0,0,1
SliderStyle,0,0,0,1,0,0,0,0
Sod,0,0,0,0,0,0,1,0
Kee,0,0,0,0,0,0,3,0
Fresca,0,2,0,1,0,0,0,0
Uniengs,0,0,1,0,0,0,0,0
Oaxacan,0,1,0,0,0,0,0,0
Tsukemono,0,0,0,0,0,1,0,0
Huevos,0,1,0,0,0,0,0,0
Mahi,0,2,0,0,0,2,2,0
La,0,0,2,0,0,0,0,0
Pacific,0,0,0,0,0,1,0,0
Grandpas,0,0,0,1,0,0,0,0
Way,0,0,0,1,0,0,0,0
Prune,0,0,0,0,0,0,0,1
Enchanted,0,1,0,0,0,0,0,0
Costas,0,0,0,1,0,0,0,0
Krapao,0,0,0,0,0,0,1,0
Crustless,0,0,0,1,0,0,0,0
Fig,0,0,0,0,1,0,0,0
Suiza,0,1,0,0,0,0,0,0
A,0,0,1,0,0,0,1,0
Personal,0,0,0,0,0,0,0,1
Athenian,0,0,0,0,1,0,0,0
con,0,2,0,0,1,0,0,0
Mrs,0,1,0,0,0,0,0,0
Hoy,0,0,0,0,0,0,1,0
ThaiStyle,0,0,0,0,0,0,14,0
How,0,0,0,0,0,0,2,1
Brava,0,0,0,0,1,0,0,0
Perfect,1,0,1,1,0,3,0,1
Vendakka,1,0,0,0,0,0,0,0
East,2,0,0,0,0,0,0,0
Grandmothers,0,0,0,1,0,0,0,0
Black,2,16,5,5,1,2,3,1
Calabacitas,0,2,0,0,0,0,0,0
Scallop,0,0,0,0,0,1,0,1
SunDried,0,0,0,1,2,0,0,7
WalnutOlive,0,0,0,0,1,0,0,0
Udon,0,0,0,0,0,1,0,0
Kare,0,0,0,0,0,1,0,0
Scarpariello,0,0,0,0,0,0,0,1
Saffron,3,0,0,0,0,0,0,0
Kefir,0,0,0,0,1,0,0,0
Never,0,1,0,0,0,0,0,0
Beccas,0,1,0,0,0,0,0,0
Dook,0,0,0,0,0,0,1,0
Wafu,0,0,0,0,0,1,0,0
Drop,0,0,6,0,0,0,0,0
Orange,0,0,4,0,2,1,0,1
Fritters,1,0,1,1,0,0,0,0
Shank,1,0,0,0,0,0,0,0
Mijos,0,1,0,0,0,0,0,0
Chole,3,0,0,0,0,0,0,0
